DATE	EXCAUS	EXCHUS	EXHKUS	EXJPUS	EXKOUS	EXMXUS	EXNOUS	EXSDUS	EXSIUS	EXSZUS	EXUSAL	EXUSEU	EXUSNZ	EXUSUK
2005-10-01	1.1774	8.0895	7.7559	114.8695	1045.8775	10.8354	6.5103	7.8433	1.6915	1.2880	0.7535	1.2022	0.6983	1.7651
2005-11-01	1.1815	8.0840	7.7538	118.4540	1040.7600	10.6715	6.6399	8.1157	1.6981	1.3110	0.7353	1.1789	0.6897	1.7349
2005-12-01	1.1615	8.0755	7.7531	118.4624	1022.3810	10.6266	6.7242	7.9518	1.6738	1.3053	0.7423	1.1861	0.6947	1.7458
2006-01-01	1.1572	8.0654	7.7537	115.4765	981.4350	10.5422	6.6287	7.6697	1.6310	1.2773	0.7505	1.2126	0.6872	1.7686
2006-02-01	1.1489	8.0512	7.7593	117.8605	969.8447	10.4842	6.7526	7.8226	1.6286	1.3052	0.7418	1.1940	0.6735	1.7480
2006-03-01	1.1573	8.0350	7.7591	117.2778	974.7109	10.7493	6.6317	7.8109	1.6211	1.3050	0.7266	1.2028	0.6342	1.7442
2006-04-01	1.1441	8.0143	7.7561	117.0695	952.5950	11.0489	6.3922	7.6005	1.6008	1.2830	0.7369	1.2273	0.6220	1.7680
2006-05-01	1.1100	8.0131	7.7538	111.7305	940.8168	11.0908	6.1040	7.3050	1.5755	1.2190	0.7639	1.2767	0.6311	1.8687
2006-06-01	1.1137	8.0042	7.7636	114.6250	954.4500	11.3934	6.2070	7.2949	1.5912	1.2321	0.7399	1.2661	0.6190	1.8435
2006-07-01	1.1294	7.9897	7.7734	115.7670	950.8100	10.9830	6.2617	7.2654	1.5837	1.2376	0.7528	1.2681	0.6178	1.8443
2006-08-01	1.1182	7.9722	7.7762	115.9243	960.9522	10.8735	6.2423	7.1890	1.5754	1.2318	0.7631	1.2810	0.6348	1.8941
2006-09-01	1.1161	7.9334	7.7825	117.2145	952.2900	10.9888	6.5008	7.2844	1.5803	1.2455	0.7549	1.2722	0.6551	1.8839
2006-10-01	1.1285	7.9018	7.7849	118.6090	952.6429	10.8854	6.6591	7.3338	1.5775	1.2602	0.7544	1.2617	0.6621	1.8765
2006-11-01	1.1359	7.8622	7.7816	117.3205	935.4143	10.9133	6.3991	7.0612	1.5558	1.2356	0.7728	1.2888	0.6693	1.9125
2006-12-01	1.1532	7.8219	7.7733	117.3220	924.9800	10.8546	6.1826	6.8398	1.5401	1.2099	0.7858	1.3205	0.6933	1.9629
2007-01-01	1.1763	7.7876	7.8000	120.4471	936.7619	10.9559	6.3656	6.9901	1.5373	1.2431	0.7826	1.2993	0.6947	1.9587
2007-02-01	1.1710	7.7502	7.8114	120.5047	936.9000	10.9951	6.1860	7.0200	1.5333	1.2393	0.7830	1.3080	0.6934	1.9589
2007-03-01	1.1682	7.7369	7.8132	117.2600	942.8841	11.1144	6.1401	7.0171	1.5242	1.2178	0.7932	1.3246	0.6995	1.9474
2007-04-01	1.1350	7.7247	7.8154	118.9324	930.6905	10.9802	6.0098	6.8371	1.5150	1.2124	0.8273	1.3513	0.7345	1.9879
2007-05-01	1.0951	7.6773	7.8187	120.7732	927.5636	10.8221	6.0220	6.8094	1.5231	1.2211	0.8254	1.3518	0.7334	1.9842
2007-06-01	1.0651	7.6333	7.8142	122.6886	927.8667	10.8330	5.9980	6.9485	1.5367	1.2330	0.8423	1.3421	0.7570	1.9867
2007-07-01	1.0502	7.5757	7.8197	121.4148	918.1190	10.8146	5.7807	6.6933	1.5156	1.2069	0.8677	1.3726	0.7862	2.0355
2007-08-01	1.0579	7.5734	7.8155	116.7335	934.4848	11.0438	5.8492	6.8429	1.5226	1.2027	0.8291	1.3626	0.7259	2.0110
2007-09-01	1.0267	7.5210	7.7824	115.0435	928.5950	11.0319	5.6256	6.6713	1.5110	1.1852	0.8461	1.3910	0.7188	2.0184
2007-10-01	0.9754	7.5019	7.7545	115.8661	914.9435	10.8214	5.4023	6.4439	1.4650	1.1741	0.8996	1.4233	0.7603	2.0449
2007-11-01	0.9672	7.4210	7.7774	111.0729	918.8095	10.8811	5.4156	6.3242	1.4466	1.1233	0.8961	1.4683	0.7631	2.0701
2007-12-01	1.0021	7.3682	7.7983	112.4490	931.0950	10.8463	5.5000	6.4764	1.4487	1.1402	0.8719	1.4559	0.7690	2.0161
2008-01-01	1.0099	7.2405	7.8044	107.8181	942.0571	10.9057	5.3993	6.3978	1.4299	1.1006	0.8823	1.4728	0.7740	1.9702
2008-02-01	0.9986	7.1644	7.7963	107.0300	944.0050	10.7679	5.3851	6.3450	1.4106	1.0890	0.9133	1.4759	0.7969	1.9646
2008-03-01	1.0029	7.0722	7.7813	100.7562	981.7348	10.7328	5.1495	6.0613	1.3843	1.0126	0.9221	1.5520	0.8004	2.0015
2008-04-01	1.0137	6.9997	7.7910	102.6777	986.8636	10.5146	5.0541	5.9470	1.3643	1.0138	0.9309	1.5754	0.7897	1.9816
2008-05-01	0.9993	6.9725	7.7988	104.3595	1034.1333	10.4381	5.0571	5.9887	1.3659	1.0448	0.9492	1.5554	0.7777	1.9650
2008-06-01	1.0166	6.8993	7.8073	106.9152	1031.4857	10.3269	5.1351	6.0249	1.3679	1.0371	0.9511	1.5562	0.7616	1.9664
2008-07-01	1.0130	6.8355	7.8001	106.8518	1015.0545	10.2094	5.1058	6.0015	1.3591	1.0283	0.9620	1.5759	0.7546	1.9888
2008-08-01	1.0535	6.8462	7.8076	109.3624	1046.1143	10.1154	5.3331	6.2845	1.4052	1.0841	0.8815	1.4955	0.7091	1.8865
2008-09-01	1.0582	6.8307	7.7854	106.5748	1134.8667	10.6633	5.6958	6.6816	1.4297	1.1102	0.8168	1.4342	0.6739	1.7973
2008-10-01	1.1847	6.8358	7.7588	99.9659	1329.1877	12.6593	6.4973	7.4435	1.4784	1.1429	0.6870	1.3266	0.6077	1.6862
2008-11-01	1.2171	6.8281	7.7507	96.9656	1398.7044	13.1186	6.9290	7.9612	1.5076	1.1910	0.6591	1.2744	0.5664	1.5327
2008-12-01	1.2337	6.8539	7.7504	91.2750	1361.5727	13.4167	7.0159	8.0124	1.4769	1.1404	0.6719	1.3511	0.5597	1.4854
2009-01-01	1.2248	6.8360	7.7563	90.1205	1354.3975	13.8839	6.9566	8.1044	1.4913	1.1267	0.6754	1.3244	0.5510	1.4462
2009-02-01	1.2452	6.8363	7.7534	92.9158	1439.5842	14.6066	6.8710	8.5455	1.5178	1.1639	0.6504	1.2797	0.5160	1.4422
